Date,Open,High,Low,Close,SMA20,SMA50,RSI14,MACD,Signal,Equity
2025-05-26,35.38,35.38,35.38,35.38,30.05,29.92,66.87,1.69,BUY,10000.00
2025-06-11,37.0,40.56,36.73,39.83,34.94,30.25,71.57,2.04,SELL,11254.90
2025-08-08,41.6,49.03,40.51,48.84,41.26,37.31,70.07,1.82,SELL,11254.90
2025-08-11,49.8,52.28,48.83,51.5,42.09,37.66,73.34,2.44,SELL,11254.90
2025-08-12,52.26,61.37,51.65,58.68,43.24,38.16,79.77,3.47,SELL,11254.90
2025-08-13,59.53,59.5399,57.69,58.68,44.21,38.63,79.77,4.24,SELL,11254.90
